date,minclimate,maxclimate,sunlightminute
2019-04-16,9.2,18.3,276
2019-04-17,4.8,20.2,426
2019-04-18,8.1,24.1,743
2019-04-19,7.9,25.7,710
2019-04-20,9.6,24.8,732
2019-04-21,10.6,23,521
2019-04-22,9,21.3,239
2019-04-23,12.8,19.5,0
2019-04-24,9.5,16.9,83
2019-04-25,8.7,14.2,342
2019-04-26,6.1,17,396
2019-04-27,8.4,15.2,402
2019-04-28,6.9,13.3,90
2019-04-29,4,16.9,426
2019-04-30,3.5,18.9,765
2019-05-01,6.9,18.4,174
2019-05-02,8.4,15.3,132
2019-05-03,5.1,16.3,327
2019-05-04,6.1,12.1,288
2019-05-05,1.2,13.9,410
2019-05-06,-0.1,15.8,762
2019-05-07,6.6,18.9,429
2019-05-08,10.2,17.4,342
2019-05-09,10.4,16.5,92
2019-05-10,7.3,15.3,18
2019-05-11,10.3,17.6,462
2019-05-12,4.9,17.7,822
2019-05-13,5.3,18.8,852
2019-05-14,4.8,20.3,852
2019-05-15,6,20.1,845
2019-05-16,6,19,340
2019-05-17,9.7,19,125
2019-05-18,9.7,19,407
2019-05-19,10.8,18.7,109
2019-05-20,9.6,19.6,120
2019-05-21,9.4,22.1,591
2019-05-22,8.3,23.7,599
2019-05-23,13.2,24.8,358
2019-05-24,12.4,21.7,540
2019-05-25,10.4,21.8,410
2019-05-26,11.6,18.5,22
2019-05-27,13.8,21.4,546
2019-05-28,9.8,19.5,550
2019-05-29,7,18.7,335
2019-05-30,13.4,22.6,264
2019-05-31,8.7,28.2,882
2019-06-01,11,30.9,870
2019-06-02,13.9,30.3,636
2019-06-03,13.7,23.2,476
2019-06-04,12.7,22,270
2019-06-05,12.2,17.1,114
2019-06-06,9.1,20.2,540
2019-06-07,11.7,17,252
2019-06-08,10.4,19.6,523
2019-06-09,10.5,19.8,144
2019-06-10,11.2,17.4,384
2019-06-11,5.4,18.2,316
2019-06-12,9.8,17.3,245
2019-06-13,11.1,20.4,558
2019-06-14,9.3,22,494
2019-06-15,10.4,19.7,273
2019-06-16,13.3,23.2,426
2019-06-17,10.1,28.2,876
2019-06-18,15.7,31.5,516
2019-06-19,16.6,23.9,330
2019-06-20,13.2,22.1,678
2019-06-21,10.3,23.6,684
2019-06-22,10.3,25.8,803
2019-06-23,13,31.1,647
2019-06-24,17.4,23.6,60
2019-06-25,15.9,30,576
2019-06-26,19.5,36.1,900
2019-06-27,22.2,37.9,851
2019-06-28,23,38.3,852
2019-06-29,20.1,39.3,901
2019-06-30,15.5,28.2,591
2019-07-01,15.1,25.3,786
2019-07-02,11.2,28,829
2019-07-03,14.6,29.1,888
2019-07-04,14.6,31.1,889
2019-07-05,14.7,33.1,642
2019-07-06,16.3,34.4,683
2019-07-07,15.4,31.1,836
2019-07-08,15.6,28.1,852
2019-07-09,12.3,27.4,878
2019-07-10,13.2,29.4,798
2019-07-11,17.4,30.2,596
2019-07-12,17.1,28,516
2019-07-13,13.5,29,786
2019-07-14,14.6,26,786
2019-07-15,12.4,26.7,861
2019-07-16,12.6,30,840
2019-07-17,13.3,31,773
2019-07-18,13.6,25.2,378
2019-07-19,14.3,29.3,762
2019-07-20,17.1,27.1,240
2019-07-21,16.5,29,534
2019-07-22,14.3,34.3,870
2019-07-23,18,40.7,828
2019-07-24,20.5,37.9,834
2019-07-25,21.2,39.8,464
2019-07-26,19.4,20.9,0
2019-07-27,16.2,24.9,498
2019-07-28,12.4,24.9,483
2019-07-29,11.7,28.8,753
2019-07-30,16.4,23.4,402
2019-07-31,12.6,26.4,572
2019-08-01,12.1,26.7,364
2019-08-02,13.2,29.3,584
2019-08-03,13.8,30.7,660
2019-08-04,15,29.5,572
2019-08-05,15.7,26.2,169
2019-08-06,17,22.4,48
2019-08-07,15.5,27.1,516
2019-08-08,14.1,30.3,447
2019-08-09,16.9,25.6,252
2019-08-10,17.4,25.1,486
2019-08-11,14.6,23.1,186
2019-08-12,13.2,22.4,390
2019-08-13,8.5,22.9,486
2019-08-14,12.9,22.5,222
2019-08-15,16.6,24.3,186
2019-08-16,12.6,24.2,230
2019-08-17,18.1,21.3,0
2019-08-18,17.1,24,324
2019-08-19,11.6,24.1,623
2019-08-20,10.4,24.6,588
2019-08-21,10.2,26.5,764
2019-08-22,11.4,27.9,769
2019-08-23,11.7,30.9,756
2019-08-24,12.5,34.7,704
2019-08-25,15.6,31.5,750
2019-08-26,15.9,35.8,615
2019-08-27,19.5,31.5,318
2019-08-28,18.1,24.1,18
2019-08-29,14.1,27.1,318
2019-08-30,11.3,29.9,683
2019-08-31,14.3,25.8,634
2019-09-01,13.1,23.6,324
2019-09-02,8.3,23.4,711
2019-09-03,9.2,25.5,735
2019-09-04,8.7,22.3,474
2019-09-05,10.7,20,341
2019-09-06,6,22.8,625
2019-09-07,12.5,22.3,383
2019-09-08,7.7,20.4,517
2019-09-09,6,20.3,20
2019-09-10,10.5,22.8,587
2019-09-11,10.7,24.4,514
2019-09-12,14.7,26.3,222
2019-09-13,11.3,26.8,685
2019-09-14,14.8,28.4,714
2019-09-15,12.9,29.8,712
2019-09-16,12.8,29.3,707
2019-09-17,13.4,25.1,218
2019-09-18,10.8,22.2,699
2019-09-19,10.3,22.4,697
2019-09-20,9,26,694
2019-09-21,12.6,29.4,468
2019-09-22,15.6,23.2,232
2019-09-23,12.5,20.6,131
2019-09-24,14.5,21.4,252
2019-09-25,13.8,19,86
2019-09-26,16.2,20.5,39
2019-09-27,14.2,20.1,270
2019-09-28,13.7,21,258
2019-09-29,13.5,20.9,102
2019-09-30,10.4,19.9,82
2019-10-01,15.9,21.5,230
2019-10-02,13.3,18,56
2019-10-03,5.7,18.5,273
2019-10-04,13.4,19.7,89
2019-10-05,14.7,19.7,33
2019-10-06,14.3,19.2,317
2019-10-07,9.9,17.1,0
2019-10-08,13.6,17.9,83
2019-10-09,12,17.8,405
2019-10-10,12.3,19.6,315
2019-10-11,11.8,22.1,572
2019-10-12,12.8,22,534
2019-10-13,14.9,23,181
2019-10-14,13.3,23.3,71
2019-10-15,11.7,17.3,318
2019-10-16,13.3,16.1,0
2019-10-17,11.3,18.5,209
2019-10-18,11.5,17.1,234
2019-10-19,11.2,17.1,174
2019-10-20,10.8,12.4,12
2019-10-21,8.7,16.2,467
2019-10-22,4.4,15.1,284
2019-10-23,11.3,16.5,69
2019-10-24,9.4,17.3,115
2019-10-25,10.9,19.5,136
2019-10-26,9.5,23.2,478
2019-10-27,8.1,15,0
2019-10-28,8.4,11.3,0
2019-10-29,8.8,11.3,11
2019-10-30,9.9,14.9,0
2019-10-31,12.7,16,21
2019-11-01,13.2,17.5,17
2019-11-02,11.2,13.7,0
2019-11-03,9.1,15,179
2019-11-04,10,14.3,317
2019-11-05,7.9,12.9,167
2019-11-06,8.6,14.2,71
2019-11-07,6,11.3,293
2019-11-08,5.8,9.8,76
2019-11-09,2.9,11,189
2019-11-10,3.6,10.1,106
2019-11-11,3.8,11.8,223
2019-11-12,5.4,11.3,394
2019-11-13,3.4,11.1,261
2019-11-14,2.4,9.4,327
2019-11-15,0.3,6.4,0
2019-11-16,5.3,7.8,9
2019-11-17,5.4,7.2,0
2019-11-18,2.8,10.6,354
2019-11-19,-0.7,6.1,0
2019-11-20,-0.8,7.4,429
2019-11-21,2.3,9.6,3
2019-11-22,5.6,11.5,180
2019-11-23,7.7,14,67
2019-11-24,1.7,10,85
2019-11-25,9.3,14.1,34
2019-11-26,10.3,14.6,2
2019-11-27,9.8,14.4,118
2019-11-28,9.8,13.4,103
2019-11-29,7.8,13.3,409
2019-11-30,4.5,8.9,5
2019-12-01,5.3,7.7,0
2019-12-02,-1.3,7.6,444
2019-12-03,-0.4,6.3,259
2019-12-04,-2.1,6.5,400
2019-12-05,-1.7,1.2,0
2019-12-06,-0.4,11.4,9
2019-12-07,9.8,12.2,57
2019-12-08,10.4,13.4,78
2019-12-09,7.5,11.8,166
2019-12-10,2.1,10.3,33
2019-12-11,4.5,10.3,177
2019-12-12,3.4,11.7,4
2019-12-13,7.6,13.4,196
2019-12-14,8.5,13.2,178
2019-12-15,9,11.8,56
2019-12-16,8.5,12.6,52
2019-12-17,7.5,13,0
2019-12-18,4.9,13.9,296
2019-12-19,10.7,16.5,55
2019-12-20,8.4,11.8,162
2019-12-21,7.2,11.6,134
2019-12-22,7.5,11.9,310
2019-12-23,7.7,13.5,272
2019-12-24,9.1,14.1,327
2019-12-25,7,10.3,261
2019-12-26,5.6,13.1,124
2019-12-27,11.1,13,0
2019-12-28,5.5,10.5,188
2019-12-29,0.7,6.7,194
2019-12-30,-1.2,8.1,442
2019-12-31,-1.2,7.4,0
2020-01-01,3.7,10.9,11
2020-01-02,8.5,11.5,0
2020-01-03,9.4,12.6,131
2020-01-04,1.4,9.5,419
2020-01-05,4.6,9,6
2020-01-06,-0.8,9.2,126
2020-01-07,8.4,13.1,0
2020-01-08,11.2,13.2,1
2020-01-09,11.2,13,9
2020-01-10,6.7,10,27
2020-01-11,3.3,9.7,274
2020-01-12,5.8,12.5,61
2020-01-13,7.6,11.1,61
2020-01-14,9.4,11.4,0
2020-01-15,9.2,13.4,61
2020-01-16,5,15.6,357
2020-01-17,5.8,11.2,294
2020-01-18,1.2,10.4,397
2020-01-19,0.6,8.1,398
2020-01-20,1.6,7.5,478
2020-01-21,-0.9,5.8,463
2020-01-22,-1.7,6.6,480
2020-01-23,-0.4,4.5,9
2020-01-24,-0.7,4.7,0
2020-01-25,1.6,10.6,160
2020-01-26,6.3,12.9,141
2020-01-27,8,12,32
2020-01-28,4.3,10.5,106
2020-01-29,6.6,12.2,291
2020-01-30,6.4,13.3,0
2020-01-31,10.8,13.4,2
2020-02-01,11.9,14.1,150
2020-02-02,11.7,14.3,0
2020-02-03,12.9,16.3,77
2020-02-04,5.2,10.7,429
2020-02-05,5.4,10.7,249
2020-02-06,0.7,11,538
2020-02-07,0.8,12.8,93
2020-02-08,8.1,10.3,10
2020-02-09,6,13.6,0
2020-02-10,9.1,13,195
2020-02-11,7.5,10.9,370
2020-02-12,3.8,11.5,298
2020-02-13,6.1,12.6,98
2020-02-14,7.6,13.9,262
2020-02-15,8.9,15,188
2020-02-16,12.1,18.5,79
2020-02-17,7.5,12.2,367
2020-02-18,4.7,11.5,247
2020-02-19,6.6,12.2,42
2020-02-20,8.4,12.7,29
2020-02-21,1.3,10.6,251
2020-02-22,4.4,14.9,360
2020-02-23,9.5,11.9,0
2020-02-24,9.7,12.5,8
2020-02-25,8.1,12.2,178
2020-02-26,3.6,9.4,474
2020-02-27,5.6,14.2,179
2020-02-28,3.4,13.1,0
2020-02-29,7.3,12.4,270
2020-03-01,4.7,9.2,101
2020-03-02,5.9,11,179
2020-03-03,3.6,9.7,92
2020-03-04,4.1,12.8,28
2020-03-05,7.6,12.8,64
2020-03-06,3.9,9.3,87
2020-03-07,2.6,11.8,186
2020-03-08,7.3,14.5,108
2020-03-09,5.2,12,303
2020-03-10,8.1,13.8,7
2020-03-11,11.9,17.5,202
2020-03-12,10,13.7,270
2020-03-13,3,12.6,462
2020-03-14,7.6,14.6,171
2020-03-15,7,15.8,454
2020-03-16,7.8,10.8,0
2020-03-17,8.6,15.8,218
2020-03-18,5.6,19.3,550
2020-03-19,5.7,21.3,561
2020-03-20,7.3,20.7,525
2020-03-21,8.4,11.2,0
2020-03-22,7,9.3,0
2020-03-23,4.4,16.6,696
2020-03-24,0.8,15.8,699
2020-03-25,0.1,13.8,702
2020-03-26,1.6,11.8,706
2020-03-27,-0.1,13.3,489
2020-03-28,1.8,15.1,580
2020-03-29,5.4,10.1,252
2020-03-30,0.5,9.9,720
2020-03-31,2.1,13,722
2020-04-01,0.7,14.2,725
2020-04-02,-0.1,12.3,578
2020-04-03,4.4,16,234
2020-04-04,1.6,18.3,738
2020-04-05,6.9,22.7,708
2020-04-06,10,16.3,30
2020-04-07,11.6,21.1,174
2020-04-08,9.1,23.3,204
2020-04-09,7.9,25.3,718
2020-04-10,6.9,26.2,738
2020-04-11,6.8,26.5,650
2020-04-12,7.4,25.3,402
2020-04-13,10.6,20.6,456
2020-04-14,3.8,16,752
2020-04-15,2.7,21.8,732
2020-04-16,13.3,23.5,405
2020-04-17,13.6,23.3,432
2020-04-18,10.5,22.7,389
2020-04-19,12,15,0
2020-04-20,11.4,16.7,24
2020-04-21,11.8,18.5,95
2020-04-22,9.5,23.6,535
2020-04-23,9,22.2,474
2020-04-24,11.7,20.5,364
2020-04-25,12,22.3,408
2020-04-26,8.3,24.1,648
2020-04-27,9.6,22.6,319
2020-04-28,11.4,18.4,472
2020-04-29,9.4,14.4,31
2020-04-30,8.1,15.8,245
2020-05-01,10.2,18.1,449
2020-05-02,10,15.7,3
2020-05-03,13.4,20.5,196
2020-05-04,12.3,23.2,236
2020-05-05,13.8,21.5,534
2020-05-06,9.8,20.9,474
2020-05-07,8.6,23.4,731
2020-05-08,10.4,19.2,16
2020-05-09,15.1,24,227
2020-05-10,14.6,22.9,243
2020-05-11,7.4,13.3,174
2020-05-12,5.1,14.6,588
2020-05-13,6.5,17.1,774
2020-05-14,4.8,16.4,817
2020-05-15,5.3,18.4,858
2020-05-16,5,20.4,859
2020-05-17,6.5,21.4,856
2020-05-18,6.8,24.2,859
2020-05-19,7.8,25.3,866
2020-05-20,10.5,27.9,868
2020-05-21,13.4,30.1,653
2020-05-22,16.5,23.5,227
2020-05-23,11.8,21.4,624
2020-05-24,7.3,22.1,847
2020-05-25,9.4,24.3,852
2020-05-26,12,26.2,879
2020-05-27,12.9,27,882
2020-05-28,13.9,26.8,883
2020-05-29,11.5,26.2,881
2020-05-30,9.7,26.3,882
2020-05-31,11.7,25.7,882
2020-06-01,11.8,27.9,882
2020-06-02,14.4,30.3,876
2020-06-03,13.8,25.6,604
2020-06-04,12.5,17.7,67
2020-06-05,11.3,21.1,348
2020-06-06,11.5,19.7,457
2020-06-07,8.1,20.8,408
2020-06-08,10.6,21.2,462
2020-06-09,9.8,19.9,613
2020-06-10,10.9,18.9,131
2020-06-11,12.3,14.3,0
2020-06-12,11.8,20.2,296
2020-06-13,12,20.5,312
2020-06-14,13.5,20,332
2020-06-15,12.6,20,251
2020-06-16,13,20.5,234
2020-06-17,12.6,21.2,358
2020-06-18,11.8,20.6,276
2020-06-19,12,21,198
2020-06-20,11.1,22.9,458
2020-06-21,13.4,23.2,360
2020-06-22,9.4,24.8,882
2020-06-23,11.5,28.2,894
2020-06-24,14.7,33.9,853
2020-06-25,17.7,32.7,807
2020-06-26,18.2,23.3,36
2020-06-27,15.9,23.1,250
2020-06-28,14.3,20.1,126
2020-06-29,12.4,21.5,412
2020-06-30,13.4,22.4,38
2020-07-01,17.7,23.2,187
2020-07-02,15.3,22.3,250
2020-07-03,11.4,22.5,534
2020-07-04,13.3,20.5,30
2020-07-05,17,22.8,168
2020-07-06,10.9,22.8,690
2020-07-07,8.3,24.6,874
2020-07-08,10.9,28.4,845
2020-07-09,14.8,30,881
2020-07-10,15.3,23.9,432
2020-07-11,9,25.1,865
2020-07-12,10.4,26.6,865
2020-07-13,11.7,27.6,853
2020-07-14,14.1,24.6,246
2020-07-15,13.9,21.5,60
2020-07-16,15.6,23.1,252
2020-07-17,12.3,28.3,864
2020-07-18,13,29,666
2020-07-19,12.6,31.4,850
2020-07-20,14.3,28.1,858
2020-07-21,14.5,27.9,834
2020-07-22,13.1,28.9,816
2020-07-23,12.7,28.8,399
2020-07-24,12.7,27.3,594
2020-07-25,16.1,23.3,96
2020-07-26,15.1,26.1,684
2020-07-27,11.8,28.1,635
2020-07-28,15.8,25,756
2020-07-29,11.1,27.5,852
2020-07-30,13.4,34.8,846
2020-07-31,20.4,32.2,620
2020-08-01,18.1,28.8,410
2020-08-02,14.5,25.1,337
2020-08-03,14.4,24.5,516
2020-08-04,9.6,26.6,810
2020-08-05,10.2,30.5,807
2020-08-06,13.6,35.2,804
2020-08-07,15.8,38.7,800
2020-08-08,21.3,34.5,628
2020-08-09,17.3,36.2,692
2020-08-10,19.2,33.8,408
2020-08-11,20,35.7,382
2020-08-12,20.3,25.8,278
2020-08-13,18.1,25.4,65
2020-08-14,17.7,27.2,432
2020-08-15,14.9,27.8,449
2020-08-16,15.9,24.7,410
2020-08-17,16.1,25.1,414
2020-08-18,14.4,26.7,318
2020-08-19,18,25.3,81
2020-08-20,19.8,29.1,416
2020-08-21,19.1,26.4,498
2020-08-22,16.8,25,439
2020-08-23,14.2,23.5,398
2020-08-24,11.9,23.6,440
2020-08-25,16.4,25.2,301
2020-08-26,15.7,24.4,500
2020-08-27,13.9,23.9,245
2020-08-28,14.6,21.8,340
2020-08-29,11.1,17.6,42
2020-08-30,9.2,20.4,168
2020-08-31,10.1,22.5,526
2020-09-01,8.1,23.6,616
2020-09-02,8.7,24,739
2020-09-03,11.9,26.9,738
2020-09-04,10.4,27.7,556
2020-09-05,15.3,22,289
2020-09-06,9.3,19.7,174
2020-09-07,8.4,23.5,706
2020-09-08,12.2,26.9,485
2020-09-09,16.4,28.3,426
2020-09-10,13.9,26.2,427
2020-09-11,12.5,25.7,719
2020-09-12,9.8,25.3,719
2020-09-13,10.1,29.5,715
2020-09-14,12.1,35.7,713
2020-09-15,17,29.8,430
2020-09-16,15.3,31.2,695
2020-09-17,17.1,30.3,686
2020-09-18,14.7,29.2,361
2020-09-19,17.4,24,124
2020-09-20,16.4,25.3,68
2020-09-21,16.6,24.5,304
2020-09-22,16.1,22.2,76
2020-09-23,16.2,22.2,133
2020-09-24,10.8,18.5,169
2020-09-25,9.9,14.6,338
2020-09-26,8.3,15.5,441
2020-09-27,7.7,13.9,2
2020-09-28,7.9,18.9,498
2020-09-29,14.2,19.5,89
2020-09-30,14.6,20.2,161
2020-10-01,12.6,16.5,191
2020-10-02,9.6,16.5,325
2020-10-03,9.1,12.9,79
2020-10-04,8.5,15.3,217
2020-10-05,11.4,15.5,32
2020-10-06,12.5,17.1,190
2020-10-07,12.3,18.6,202
2020-10-08,15,19,63
2020-10-09,13.3,16.5,78
2020-10-10,9.1,16.1,391
2020-10-11,9.5,16.2,187
2020-10-12,5.3,14.9,163
2020-10-13,9.8,14.3,185
2020-10-14,4.4,13.1,243
2020-10-15,6.1,13.6,275
2020-10-16,3.6,12,145
2020-10-17,8.9,12.8,0
2020-10-18,2.9,16,537
2020-10-19,5.7,17.3,453
2020-10-20,13.2,19.2,0
2020-10-21,14.4,20.3,404
2020-10-22,11.2,20.4,126
2020-10-23,10.3,18.8,273
2020-10-24,11.8,16.8,1
2020-10-25,10,15.2,55
2020-10-26,7.2,15,421
2020-10-27,8.2,15.6,0
2020-10-28,10.2,15.5,86
2020-10-29,12.5,17.3,55
2020-10-30,13.9,17.6,41
2020-10-31,8.3,17.8,148
2020-11-01,13.2,18.5,1
2020-11-02,12.2,18.6,36
2020-11-03,7.9,13.1,465
2020-11-04,0.5,11.5,456
2020-11-05,3.8,12.6,532
2020-11-06,5,15.7,269
2020-11-07,9.9,19,206
2020-11-08,13.2,19.3,251
2020-11-09,11.9,17.8,205
2020-11-10,11.1,15.8,25
2020-11-11,6.6,15.1,92
2020-11-12,9.4,16,447
2020-11-13,11.7,16.8,95
2020-11-14,11.5,17.2,285
2020-11-15,11.4,14.3,2
2020-11-16,9.4,14.5,213
2020-11-17,9.3,16.5,384
2020-11-18,6.1,17.4,299
2020-11-19,6.2,12.6,407
2020-11-20,2.9,11.6,243
2020-11-21,0.7,11.3,458
2020-11-22,0.7,12.4,456
2020-11-23,1.2,12.9,357
2020-11-24,1.7,11.4,334
2020-11-25,6.3,15.1,421
2020-11-26,2.4,14.6,421
2020-11-27,2.6,11.4,54
2020-11-28,2.9,14.6,388
2020-11-29,1.7,11.4,446
2020-11-30,-0.7,8.6,297
2020-12-01,2.6,10.2,316
2020-12-02,1.7,8.1,40
2020-12-03,6,9.2,0
2020-12-04,2.9,7.5,288
2020-12-05,0.7,9,99
2020-12-06,3.4,6.8,0
2020-12-07,1.2,5.6,55
2020-12-08,1,8.1,180
2020-12-09,1.3,9,15
2020-12-10,5.2,11.4,119
2020-12-11,8.3,12.8,86
2020-12-12,6.7,10.6,393
2020-12-13,3.8,12.2,0
2020-12-14,9.8,11.8,0
2020-12-15,8.8,12.9,314
2020-12-16,5.9,11.1,84
2020-12-17,7.8,13.5,338
2020-12-18,6.8,12.3,240
2020-12-19,7,13.8,68
2020-12-20,7.1,12.7,380
2020-12-21,9.3,14.4,0
2020-12-22,13.6,15.2,0
2020-12-23,10.3,14.1,131
2020-12-24,4.5,9,59
2020-12-25,1.5,7.1,301
2020-12-26,-0.5,8.9,78
2020-12-27,5.7,10.4,4
2020-12-28,2.9,8.5,110
2020-12-29,3.4,8.2,315
2020-12-30,1.6,8.2,261
2020-12-31,3.7,7.5,366
2021-01-01,-3.3,4.3,180
2021-01-02,-5.2,5.8,360
2021-01-03,-1.6,3.6,0
2021-01-04,0.4,2.7,0
2021-01-05,1.3,3.3,1
2021-01-06,1.4,3.5,6
2021-01-07,-2.3,3.9,19
2021-01-08,-2.2,3.9,209
2021-01-09,-2.5,2.5,177
2021-01-10,-1.6,5.2,443
2021-01-11,-3.3,6.8,0
2021-01-12,3.7,10.9,0
2021-01-13,9,10.5,18
2021-01-14,8.6,12,56
2021-01-15,3.1,7.2,162
2021-01-16,-1.7,10.3,0
2021-01-17,4.7,10.1,357
2021-01-18,-1,8.4,2
2021-01-19,3.8,8.6,0
2021-01-20,6.5,11.9,80
2021-01-21,7,11.2,9
2021-01-22,3.5,10.2,289
2021-01-23,3.6,7.3,111
2021-01-24,-1.2,9,113
2021-01-25,0.2,7.2,439
2021-01-26,-3.6,7.1,4
2021-01-27,2.6,12.1,0
2021-01-28,11.1,13.7,1
2021-01-29,10.3,13.5,263
2021-01-30,9.3,12.4,29
2021-01-31,9.2,11.7,19
2021-02-01,10.1,13.9,73
2021-02-02,9.8,14.6,39
2021-02-03,9.7,13.1,72
2021-02-04,7.1,13,54
2021-02-05,8.2,12.2,68
2021-02-06,7.3,9,0
2021-02-07,2.7,7.8,161
2021-02-08,1,4.2,105
2021-02-09,1.5,3.3,0
2021-02-10,-2.2,-0.1,129
2021-02-11,-4.9,-0.1,12
2021-02-12,-2.4,1.7,238
2021-02-13,-4.3,1.5,187
2021-02-14,-3,8.2,198
2021-02-15,5.5,13.6,70
2021-02-16,5.8,12.7,79
2021-02-17,9,15.1,377
2021-02-18,8.3,11.9,125
2021-02-19,5.2,15.9,340
2021-02-20,10.1,19.1,201
2021-02-21,10.7,15.9,0
2021-02-22,10,13.2,2
2021-02-23,7.2,17.9,523
2021-02-24,8.2,19,550
2021-02-25,7.3,13.2,43
2021-02-26,5.3,13.1,608
2021-02-27,1.1,12.2,612
2021-02-28,1.1,11.4,615
2021-03-01,1.1,16.6,571
2021-03-02,3,15.7,327
2021-03-03,7.4,16.5,172
2021-03-04,6.9,13.4,129
2021-03-05,4.7,6.4,5
2021-03-06,-1,10,635
2021-03-07,-1.5,10.8,559
2021-03-08,-0.9,8.2,643
2021-03-09,-3,11.4,630
2021-03-10,1,12.4,29
2021-03-11,8.4,14.8,296
2021-03-12,5.7,12.4,365
2021-03-13,6.5,12.7,286
2021-03-14,3.5,12.8,416
2021-03-15,7,12.5,19
2021-03-16,5.3,14.7,264
2021-03-17,5.9,12.6,416
2021-03-18,2.8,10.3,96
2021-03-19,5.7,10.4,487
2021-03-20,0.2,11.8,630
2021-03-21,1,11.5,40
2021-03-22,-0.2,11.5,594
2021-03-23,-1.4,15.1,695
2021-03-24,-0.3,15.6,605
2021-03-25,7.2,15.4,453
2021-03-26,6.6,15.1,144
2021-03-27,4,14.2,433
2021-03-28,0.5,18.2,689
2021-03-29,1.7,23.2,716
2021-03-30,4.4,24.8,719
2021-03-31,6.7,23.9,343
2021-04-01,7.5,25.8,692
2021-04-02,9.9,17.8,650
2021-04-03,3.2,12.6,620
2021-04-04,1.9,15.2,736
2021-04-05,2.4,12.5,102
2021-04-06,-1.3,9.7,378
2021-04-07,-1,10.9,684
2021-04-08,-1.1,15.1,745
2021-04-09,1.7,18.8,208
2021-04-10,9.7,15.3,27
2021-04-11,4,10.3,60
2021-04-12,-1.2,12.3,644
2021-04-13,0,12.2,739
2021-04-14,0.2,13.3,750
2021-04-15,0.8,12.2,604
2021-04-16,0.9,12.8,544
2021-04-17,4,14.5,577
2021-04-18,0.9,15,756
2021-04-19,2.3,18.5,641
2021-04-20,7,19.2,444
2021-04-21,4.5,20.1,644
2021-04-22,6.6,20.6,747
2021-04-23,7.1,22.2,778
2021-04-24,8.7,23.6,708
2021-04-25,7,21.4,578
2021-04-26,8.2,19.4,491
2021-04-27,4.8,20.4,789
2021-04-28,3.8,17.1,552
2021-04-29,4.1,15.1,234
2021-04-30,5.2,17.3,549
2021-05-01,3.8,15.9,684
2021-05-02,2.5,15.4,399
2021-05-03,1.2,17.3,662
2021-05-04,9.3,12.4,54
2021-05-05,3.9,14.2,321
2021-05-06,7.9,16.8,300
2021-05-07,5.3,15.7,464
2021-05-08,12.6,23.6,486
2021-05-09,10.9,24.3,160
2021-05-10,11.5,18.1,423
2021-05-11,9.5,16.9,324
2021-05-12,7.9,17.1,126
2021-05-13,8,16.9,328
2021-05-14,6.7,15.7,96
2021-05-15,9.6,17,371
2021-05-16,10.5,16.7,351
2021-05-17,10.5,16.8,453
2021-05-18,8.8,17.7,354
2021-05-19,9.5,18.3,362
2021-05-20,7.1,18.4,405
2021-05-21,11,17.6,540
2021-05-22,8.6,16.5,480
2021-05-23,7.4,18.1,550
2021-05-24,8.4,15.1,396
2021-05-25,7.1,17.3,376
2021-05-26,11.3,15.6,6
2021-05-27,11.8,19.3,348
2021-05-28,9.1,23.1,741
2021-05-29,12.4,23,499
2021-05-30,12.2,23.6,822
2021-05-31,11,25.6,876
2021-06-01,11.7,29.7,803
2021-06-02,18.1,23.5,408
2021-06-03,12.3,22.3,108
2021-06-04,12.3,16.3,78
2021-06-05,7.9,22,864
2021-06-06,10.2,23.2,636
2021-06-07,12.5,25.2,609
2021-06-08,12.4,27.3,731
2021-06-09,13.6,28.1,798
2021-06-10,13,26.3,475
2021-06-11,15.3,28.5,648
2021-06-12,15.7,27.5,846
2021-06-13,14.8,29.1,888
2021-06-14,14.6,30.3,889
2021-06-15,14.6,30,888
2021-06-16,16.6,31.6,466
2021-06-17,18.6,26.5,114
2021-06-18,16.4,20.7,13
2021-06-19,15.4,23.1,144
2021-06-20,14.6,23.2,252
2021-06-21,13.2,22.3,278
2021-06-22,14.1,21.3,185
2021-06-23,12.6,17.6,78
2021-06-24,10.5,22.6,700
2021-06-25,11.3,21.3,114
2021-06-26,13.8,21.4,91
2021-06-27,14.7,20.2,234
2021-06-28,10.6,19.8,280
2021-06-29,9.1,22.1,442
2021-06-30,13.2,21.7,186
2021-07-01,12.7,26.2,654
2021-07-02,14.3,24.1,487
2021-07-03,15.6,24.3,382
2021-07-04,16.3,21.5,144
2021-07-05,15.1,20.8,102
2021-07-06,13.6,21.6,489
2021-07-07,13,21.9,460
2021-07-08,13.6,21.3,192
2021-07-09,12.2,19.2,97
2021-07-10,14,20.1,204
2021-07-11,13.8,23.4,337
2021-07-12,15.7,20.6,180
2021-07-13,13.6,23,312
2021-07-14,15.5,23.4,313
2021-07-15,12.9,25.5,522
2021-07-16,14.1,24.8,528
2021-07-17,12.4,24.7,846
2021-07-18,16.3,30.1,876
2021-07-19,17.6,31.4,874
2021-07-20,15.4,30.6,872
2021-07-21,15.2,30.8,856
2021-07-22,16.7,31.1,855
2021-07-23,16.3,31.2,442
2021-07-24,16.6,24.1,180
2021-07-25,16.5,24.2,205
2021-07-26,15.1,25.2,346
2021-07-27,16.5,22.3,228
2021-07-28,13.4,23.3,396
2021-07-29,12.7,23.9,439
2021-07-30,14.8,22.5,570
