date,minclimate,maxclimate,sunlightminute
2017-03-14,0.8,13.2,348
2017-03-15,7.3,14.8,228
2017-03-16,4.6,20.7,671
2017-03-17,7.7,13.1,90
2017-03-18,6,14.3,3
2017-03-19,10.1,13.8,15
2017-03-20,9,12.8,51
2017-03-21,8.4,12.2,156
2017-03-22,4.2,8.6,9
2017-03-23,4,10.1,12
2017-03-24,0.7,11.7,111
2017-03-25,6.8,17.4,623
2017-03-26,5.1,17.1,291
2017-03-27,4.4,19.9,643
2017-03-28,8.1,18,383
2017-03-29,7.7,21.8,515
2017-03-30,6.4,23.7,571
2017-03-31,12.3,18,236
2017-04-01,8.2,15.9,387
2017-04-02,7.8,16.3,461
2017-04-03,2.7,19.6,511
2017-04-04,5.8,14.2,167
2017-04-05,6.8,17.1,348
2017-04-06,3.7,15.7,743
2017-04-07,3.2,19.5,750
2017-04-08,5.7,24.6,756
2017-04-09,6.7,27.9,754
2017-04-10,7.7,18.6,587
2017-04-11,4.4,16.7,506
2017-04-12,2.8,19.3,748
2017-04-13,3.1,17.7,654
2017-04-14,4.5,15.2,379
2017-04-15,7.7,16.1,51
2017-04-16,7.8,15.4,177
2017-04-17,3.7,16.6,115
2017-04-18,3,15.3,516
2017-04-19,1.7,14.5,738
2017-04-20,0.3,14.3,768
2017-04-21,0.1,18.7,773
2017-04-22,3.6,19.8,734
2017-04-23,5.3,17.5,768
2017-04-24,1.9,18.5,742
2017-04-25,5.3,9.6,2
2017-04-26,-1.3,12.2,468
2017-04-27,0,12.8,461
2017-04-28,2.8,14.2,144
2017-04-29,0.6,19.2,636
2017-04-30,9,16.5,144
2017-05-01,6.4,14.2,371
2017-05-02,8.2,17.4,341
2017-05-03,4.5,17.3,270
2017-05-04,3.5,17.8,448
2017-05-05,7.6,21.3,445
2017-05-06,12.2,19,441
2017-05-07,10.6,18.4,150
2017-05-08,6.1,18.4,606
2017-05-09,7.8,17.8,630
2017-05-10,5.8,22.4,521
2017-05-11,11.8,19.8,183
2017-05-12,11.7,20,216
2017-05-13,11.6,19.9,442
2017-05-14,11.7,21.4,648
2017-05-15,9,26.6,425
2017-05-16,15.3,29.3,660
2017-05-17,13.8,29,364
2017-05-18,10.7,13.1,36
2017-05-19,6.4,16.2,354
2017-05-20,6.8,18.6,426
2017-05-21,4.7,23,846
2017-05-22,9.5,27.9,555
2017-05-23,11.6,25.2,654
2017-05-24,12.7,26.2,822
2017-05-25,13.2,28.3,889
2017-05-26,15.5,31.7,862
2017-05-27,21,,
2017-05-28,,20.1,
2017-05-29,17.8,24.3,126
2017-05-30,15.1,22.3,216
2017-05-31,10.1,25.1,803
2017-06-01,13.8,28.1,644
2017-06-02,17,28.6,774
2017-06-03,14.9,20,168
2017-06-04,7.9,23.1,690
2017-06-05,9.4,21.9,423
2017-06-06,10.4,18.6,574
2017-06-07,9.9,21.6,564
2017-06-08,11.4,27.9,587
2017-06-09,14,24,606
2017-06-10,11,28.7,894
2017-06-11,13.3,26.8,483
2017-06-12,11.6,24.1,822
2017-06-13,10.9,24.3,338
2017-06-14,15,31.5,564
2017-06-15,15.9,29.2,847
2017-06-16,11.9,26.3,846
2017-06-17,13.3,29.3,889
2017-06-18,15.4,32.3,892
2017-06-19,16.5,36.3,878
2017-06-20,19.6,35.9,516
2017-06-21,18.6,36.8,861
2017-06-22,16.7,33,616
2017-06-23,17.1,26.6,588
2017-06-24,14.7,26.6,422
2017-06-25,16.3,28,564
2017-06-26,15.3,29.1,335
2017-06-27,17.1,23.8,66
2017-06-28,15.6,23.7,222
2017-06-29,12.8,20.8,285
2017-06-30,13.1,16.6,22
2017-07-01,13.2,21,102
2017-07-02,11.7,24.3,102
2017-07-03,13.8,26.8,491
2017-07-04,13.3,29.9,881
2017-07-05,15.8,33.7,620
2017-07-06,20.5,31.4,540
2017-07-07,17.6,33,816
2017-07-08,16.9,30.5,463
2017-07-09,19.4,27.2,67
2017-07-10,16.3,25.1,183
2017-07-11,15.8,24.3,135
2017-07-12,17.4,21.8,34
2017-07-13,16.5,26.4,245
2017-07-14,12.6,24.5,618
2017-07-15,10,27.9,822
2017-07-16,14,29.6,794
2017-07-17,16.5,31.9,811
2017-07-18,20.6,35.6,716
2017-07-19,19.7,23.4,15
2017-07-20,15.8,23.4,252
2017-07-21,11.8,22.8,288
2017-07-22,14.1,23.2,194
2017-07-23,12.3,20.9,151
2017-07-24,13.2,23.2,270
2017-07-25,13.6,25.5,270
2017-07-26,15.2,23.1,13
2017-07-27,16,23.2,265
2017-07-28,14.1,24.4,312
2017-07-29,16.5,26.1,100
2017-07-30,17.3,24.5,320
2017-07-31,14,23.5,208
2017-08-01,14.1,26.4,632
2017-08-02,13.5,28.5,462
2017-08-03,18.2,26,552
2017-08-04,17.1,22.6,107
2017-08-05,14.7,23.8,510
2017-08-06,12,24.9,747
2017-08-07,9.8,27.5,674
2017-08-08,14.7,19.6,102
2017-08-09,12,18.5,131
2017-08-10,13.4,20,236
2017-08-11,11.7,22.7,367
2017-08-12,14,20.9,6
2017-08-13,15.2,22.6,150
2017-08-14,12.6,29.2,550
2017-08-15,18.8,25.7,184
2017-08-16,14.1,26.6,542
2017-08-17,17.9,24.6,42
2017-08-18,18.4,23.6,390
2017-08-19,10.5,23,661
2017-08-20,9.5,24.6,637
2017-08-21,14.3,28.1,780
2017-08-22,15.5,31.5,614
2017-08-23,17.4,27,349
2017-08-24,13.9,26.6,432
2017-08-25,17.5,27.6,208
2017-08-26,14.7,29.3,567
2017-08-27,17.8,31.9,661
2017-08-28,21.2,33.9,632
2017-08-29,18.3,35.4,454
2017-08-30,14.4,18.8,0
2017-08-31,9.5,21.6,493
2017-09-01,11.6,19.3,195
2017-09-02,10,23.2,615
2017-09-03,12.4,18.9,16
2017-09-04,13.9,25.3,33
2017-09-05,16,24.2,136
2017-09-06,13.4,21.5,148
2017-09-07,12.9,20.4,82
2017-09-08,14.4,20.2,72
2017-09-09,11.5,20.2,416
2017-09-10,10.8,19.7,317
2017-09-11,12.5,19.2,455
2017-09-12,11,19.7,403
2017-09-13,14.8,20.4,0
2017-09-14,11.1,18.9,476
2017-09-15,8.6,17.8,468
2017-09-16,7.8,17.9,207
2017-09-17,9.6,17.3,282
2017-09-18,5.3,19.1,473
2017-09-19,10.1,19.4,342
2017-09-20,6.5,20.5,657
2017-09-21,8.6,22.9,600
2017-09-22,8.8,20.9,653
2017-09-23,5.8,23,599
2017-09-24,11.2,24,402
2017-09-25,15.7,18.8,7
2017-09-26,14.1,21.9,107
2017-09-27,9.6,23.6,491
2017-09-28,14.6,23.8,134
2017-09-29,15.5,21.8,165
2017-09-30,11.6,19.9,391
2017-10-01,14.6,18.9,0
2017-10-02,14.7,19.5,0
2017-10-03,12.4,19,522
2017-10-04,6.2,20.2,639
2017-10-05,6.6,16.5,12
2017-10-06,7.1,17.5,484
2017-10-07,2.8,19.1,638
2017-10-08,13,16.1,0
2017-10-09,13.6,19.1,49
2017-10-10,12.8,17,0
2017-10-11,13.1,21.8,217
2017-10-12,15.2,20.3,275
2017-10-13,11,21.4,153
2017-10-14,8.2,24.7,575
2017-10-15,11.6,24.1,299
2017-10-16,15.7,23.5,310
2017-10-17,9.5,24.6,504
2017-10-18,14.9,22,128
2017-10-19,13.3,20.7,101
2017-10-20,10.6,18.9,494
2017-10-21,12.7,17.3,357
2017-10-22,8.7,15.7,368
2017-10-23,10.9,16.5,2
2017-10-24,13.8,19.8,37
2017-10-25,11.3,16.6,44
2017-10-26,9.5,20.1,221
2017-10-27,11.3,16.1,146
2017-10-28,3.2,14.9,409
2017-10-29,9.1,14.6,0
2017-10-30,5.7,13.9,392
2017-10-31,1.4,13.5,497
2017-11-01,3.8,15.2,338
2017-11-02,9.7,19.5,133
2017-11-03,7.4,18.8,152
2017-11-04,11.8,15.3,27
2017-11-05,5.1,11,353
2017-11-06,2.5,12.4,524
2017-11-07,-1,11.1,290
2017-11-08,6.1,9.5,0
2017-11-09,5.7,12,178
2017-11-10,8.9,14,12
2017-11-11,9.6,14.3,0
2017-11-12,7,15.1,119
2017-11-13,3.4,11,483
2017-11-14,-1.2,11.4,498
2017-11-15,0.2,11.9,336
2017-11-16,2.8,7.9,31
2017-11-17,2,10.4,48
2017-11-18,3.5,6.5,0
2017-11-19,4.4,11.4,0
2017-11-20,7.9,11.9,0
2017-11-21,7.7,14.2,13
2017-11-22,4.4,17.8,449
2017-11-23,13.5,17.5,89
2017-11-24,9.9,14.9,142
2017-11-25,3.6,9.3,370
2017-11-26,0.6,8.6,111
2017-11-27,3.9,11.9,18
2017-11-28,6.5,11,196
2017-11-29,-0.7,8.2,387
2017-11-30,0.2,5.5,29
2017-12-01,-0.9,6.7,234
2017-12-02,-0.1,5.6,226
2017-12-03,-2.6,7.8,3
2017-12-04,6.4,11.8,98
2017-12-05,2.9,8.9,0
2017-12-06,1.5,9.8,348
2017-12-07,-0.2,12.4,0
2017-12-08,3.5,8.3,336
2017-12-09,1.2,13.1,104
2017-12-10,4.1,13.8,3
2017-12-11,5.5,8,9
2017-12-12,-0.3,8.7,324
2017-12-13,5,12.8,11
2017-12-14,5.9,8.3,2
2017-12-15,4.2,10,295
2017-12-16,0.9,7.8,298
2017-12-17,3.3,10.5,10
2017-12-18,4.7,11.7,316
2017-12-19,-1.4,8.1,289
2017-12-20,-1.2,8.8,0
2017-12-21,7.4,10.2,0
2017-12-22,8.2,9.8,5
2017-12-23,8.2,10.3,0
2017-12-24,7.8,10,26
2017-12-25,5.6,9.3,27
2017-12-26,4.7,9.9,32
2017-12-27,2.6,8,209
2017-12-28,-0.4,7.7,284
2017-12-29,3.8,13.5,70
2017-12-30,11.4,14.8,0
2017-12-31,9.8,14.9,3
2018-01-01,7.3,11.8,92
2018-01-02,7.1,14.9,3
2018-01-03,9.8,13.9,0
2018-01-04,10,13.7,0
2018-01-05,8.3,11.7,43
2018-01-06,5.1,9,114
2018-01-07,6.3,7.9,0
2018-01-08,6.6,9.3,177
2018-01-09,3.1,10.1,4
2018-01-10,7.3,12.6,305
2018-01-11,5.6,11.1,126
2018-01-12,3.5,6.5,0
2018-01-13,2.9,6.5,0
2018-01-14,3.4,10.3,349
2018-01-15,2.1,11.9,0
2018-01-16,8.7,12.9,230
2018-01-17,4.9,10.7,406
2018-01-18,6.8,12.7,12
2018-01-19,4.6,10.1,335
2018-01-20,4.9,13.6,5
2018-01-21,8.8,13,0
2018-01-22,10.7,13.5,81
2018-01-23,6.3,15.3,58
2018-01-24,11.8,13.7,46
2018-01-25,7.9,9.1,0
2018-01-26,3.8,10.7,360
2018-01-27,-0.6,10.5,421
2018-01-28,7.3,11.3,1
2018-01-29,9.1,11.8,25
2018-01-30,8.3,11.5,46
2018-01-31,8.2,10.1,36
2018-02-01,3.6,8.3,188
2018-02-02,0.2,8,275
2018-02-03,1.8,6.4,19
2018-02-04,2.1,5.2,0
2018-02-05,-1.5,2.4,416
2018-02-06,0,1.6,0
2018-02-07,-0.3,1.8,0
2018-02-08,-1.1,6.5,349
2018-02-09,-0.4,7.7,131
2018-02-10,-1.5,10.6,360
2018-02-11,4.6,9.8,183
2018-02-12,-1.4,8.4,442
2018-02-13,1.2,7.4,79
2018-02-14,-0.1,11.9,0
2018-02-15,6.7,12.1,7
2018-02-16,1.7,9.2,173
2018-02-17,4.9,11,388
2018-02-18,2.6,9.7,39
2018-02-19,6.6,10.1,0
2018-02-20,8.2,12.4,35
2018-02-21,2.7,7,553
2018-02-22,-2.2,6.3,587
2018-02-23,-1.8,5.8,590
2018-02-24,-1.3,6.1,591
2018-02-25,-1,5.8,601
2018-02-26,-3.3,2.1,607
2018-02-27,-5.7,0.3,452
2018-02-28,-7.5,-0.1,304
2018-03-01,-3.4,7.9,0
2018-03-02,4.4,10.3,254
2018-03-03,3.7,13.6,381
2018-03-04,5.6,11.7,140
2018-03-05,3.8,13.1,156
2018-03-06,4.6,11.8,249
2018-03-07,3.9,12.6,481
2018-03-08,5.4,14.9,489
2018-03-09,8.8,16.5,35
2018-03-10,11,16.8,99
2018-03-11,9.1,16,394
2018-03-12,8.3,12.7,129
2018-03-13,7.9,13.7,359
2018-03-14,4.7,16,311
2018-03-15,8.3,12.5,203
2018-03-16,6.1,12.9,264
2018-03-17,2.7,11.3,25
2018-03-18,4,7.1,23
2018-03-19,-2.4,5.9,163
2018-03-20,-0.3,8.4,443
2018-03-21,-1.4,7.8,350
2018-03-22,-2.1,9.1,90
2018-03-23,5,11.9,6
2018-03-24,6.7,10.5,15
2018-03-25,5.1,15.6,208
2018-03-26,6.4,13.7,152
2018-03-27,7.5,15.5,31
2018-03-28,9.5,12.8,102
2018-03-29,3.3,11.2,220
2018-03-30,4.9,11.8,163
2018-03-31,3.5,10.6,179
2018-04-01,2.4,12.4,279
2018-04-02,8.8,14.7,47
2018-04-03,9.6,14.2,157
2018-04-04,8.4,13.6,216
2018-04-05,5.2,14.7,402
2018-04-06,6,21.4,604
2018-04-07,11.8,15.1,0
2018-04-08,10.3,15.5,30
2018-04-09,10.1,16.2,4
2018-04-10,8.8,13.6,54
2018-04-11,6.1,16.3,213
2018-04-12,8.5,19.5,310
2018-04-13,7.3,19.5,340
2018-04-14,9.5,16.9,126
2018-04-15,8.2,17.1,222
2018-04-16,9.1,16.6,324
2018-04-17,6.5,22.2,771
2018-04-18,7.8,26.8,780
2018-04-19,9.4,26.3,781
2018-04-20,10.7,28.3,672
2018-04-21,13.2,27.4,658
2018-04-22,11.6,25.1,404
2018-04-23,9.5,18.8,162
2018-04-24,6.6,20.3,728
2018-04-25,9.6,17.3,366
2018-04-26,6.3,17,380
2018-04-27,6.4,16.4,138
2018-04-28,8,16.6,280
2018-04-29,9.1,10.2,0
2018-04-30,6.7,11.4,78
2018-05-01,1.9,15.1,552
2018-05-02,6.2,13.5,126
2018-05-03,4.4,16.7,481
2018-05-04,4.2,19.5,810
2018-05-05,5.9,23.2,814
2018-05-06,10.8,27.2,708
2018-05-07,13.6,28.1,822
2018-05-08,11,27,732
2018-05-09,8.8,19.5,592
2018-05-10,9.7,17.8,594
2018-05-11,6.5,21.9,471
2018-05-12,9.9,12,54
2018-05-13,5.1,16.8,488
2018-05-14,6.9,17.7,174
2018-05-15,8.4,22.4,681
2018-05-16,8.5,23.8,602
2018-05-17,9.6,20.3,450
2018-05-18,7.8,20.2,809
2018-05-19,8,21.1,858
2018-05-20,7.5,23,867
2018-05-21,11,24.9,742
2018-05-22,12,24.6,612
2018-05-23,11,23.8,522
2018-05-24,12.5,25,528
2018-05-25,13.7,22,83
2018-05-26,14,26.8,129
2018-05-27,14.5,25.5,408
2018-05-28,15.3,25.2,206
2018-05-29,15.4,23.3,89
2018-05-30,16.4,23.8,198
2018-05-31,14.5,21.8,87
2018-06-01,15.4,21.9,210
2018-06-02,13,25.5,647
2018-06-03,13.8,26.3,428
2018-06-04,15.7,23.1,135
2018-06-05,15.5,22.9,207
2018-06-06,15.8,19.3,15
2018-06-07,16.7,24.1,360
2018-06-08,13.7,26,399
2018-06-09,18.2,27.6,304
2018-06-10,15.3,25.2,269
2018-06-11,16.3,18,6
2018-06-12,14.3,20.5,222
2018-06-13,11.4,22.1,637
2018-06-14,13.2,19.8,23
2018-06-15,13.7,21.9,228
2018-06-16,11,21.6,339
2018-06-17,13,21.4,276
2018-06-18,15.7,23.7,365
2018-06-19,12.9,23.2,420
2018-06-20,13.4,29.1,893
2018-06-21,14.5,23,612
2018-06-22,8.6,22.1,890
2018-06-23,10.1,23.6,890
2018-06-24,12.4,24.4,882
2018-06-25,12.7,26.7,890
2018-06-26,15.2,28.7,890
2018-06-27,14.7,29.9,804
2018-06-28,16.3,28.4,847
2018-06-29,15.6,29.4,543
2018-06-30,18,32.8,869
2018-07-01,19.9,33.6,609
2018-07-02,17.7,27.2,216
2018-07-03,19.3,27.3,462
2018-07-04,16.6,27.5,419
2018-07-05,16.8,25.7,424
2018-07-06,16.6,28.5,390
2018-07-07,16.3,30,825
2018-07-08,17.1,30.9,861
2018-07-09,18.3,27.8,836
2018-07-10,15.1,27.9,703
2018-07-11,11.9,23.9,717
2018-07-12,13.4,26.1,442
2018-07-13,15.7,28.7,768
2018-07-14,15.2,30.7,827
2018-07-15,15.2,31.5,871
2018-07-16,14.7,30.4,737
2018-07-17,15.6,26.9,491
2018-07-18,11.8,28.7,840
2018-07-19,16.3,29.2,264
2018-07-20,15.2,26.1,618
2018-07-21,13.9,25.3,501
2018-07-22,14.2,28.3,527
2018-07-23,15,31.1,773
2018-07-24,17.3,32,408
2018-07-25,15.6,32.5,822
2018-07-26,17.6,35.1,672
2018-07-27,17,26.8,348
2018-07-28,16.5,24.7,436
2018-07-29,16.9,24.8,168
2018-07-30,19,27.6,264
2018-07-31,17.8,26.5,372
2018-08-01,12.9,28.4,735
2018-08-02,13.7,33,832
2018-08-03,17,35,806
2018-08-04,18.4,34,753
2018-08-05,18.1,33.5,814
2018-08-06,16.5,36.1,791
2018-08-07,18.2,32.6,383
2018-08-08,17.5,27.7,439
2018-08-09,14.4,20.7,162
2018-08-10,11.4,23.3,557
2018-08-11,11.6,26.3,768
2018-08-12,16.3,28.6,333
2018-08-13,17,24,181
2018-08-14,14,24.3,226
2018-08-15,13.6,26.9,384
2018-08-16,12.3,28.1,662
2018-08-17,11.5,24.8,607
2018-08-18,10,26,783
2018-08-19,12.5,28.8,782
2018-08-20,16.3,28.4,128
2018-08-21,17.2,29.3,432
2018-08-22,16.4,31.8,590
2018-08-23,15.3,24.2,91
2018-08-24,12.8,22.2,295
2018-08-25,14.3,21.6,222
2018-08-26,7.1,25.5,698
2018-08-27,17.9,26.7,422
2018-08-28,11.1,30.8,509
2018-08-29,15.4,20.8,55
2018-08-30,12.7,22.2,91
2018-08-31,10.6,24.6,672
2018-09-01,10.2,26,704
2018-09-02,8.4,25.1,750
2018-09-03,10,25.9,706
2018-09-04,13.2,24.9,506
2018-09-05,14,24.6,266
2018-09-06,15.9,24.7,306
2018-09-07,12.4,24.2,414
2018-09-08,7.9,27.5,709
2018-09-09,10.8,30.1,561
2018-09-10,12.3,26.7,629
2018-09-11,11.8,29.4,722
2018-09-12,12.3,28.7,541
2018-09-13,15.9,20.9,37
2018-09-14,10.1,22,663
2018-09-15,6.8,23.2,710
2018-09-16,7.2,25.2,397
2018-09-17,8.5,31.3,703
2018-09-18,17.2,26,215
2018-09-19,15.2,26.3,428
2018-09-20,15.3,26.5,452
2018-09-21,14.4,17.9,128
2018-09-22,10.6,20.2,26
2018-09-23,14.8,21.8,37
2018-09-24,5.4,18.4,613
2018-09-25,5.7,19.7,663
2018-09-26,4.5,24.2,672
2018-09-27,7,27.7,669
2018-09-28,8.9,25.5,615
2018-09-29,7.8,20.8,660
2018-09-30,3,20.2,558
2018-10-01,9.3,18.2,534
2018-10-02,4.6,16.3,235
2018-10-03,14.4,22.5,462
2018-10-04,7.7,23.4,645
2018-10-05,6.7,27.1,640
2018-10-06,11.5,21.5,87
2018-10-07,12.5,15.5,11
2018-10-08,8.6,19.3,626
2018-10-09,7.2,24.4,628
2018-10-10,11.1,24.9,251
2018-10-11,13.6,21.3,182
2018-10-12,12.6,25.2,519
2018-10-13,15.8,26.4,517
2018-10-14,17.1,24.2,80
2018-10-15,13.4,18.2,96
2018-10-16,11.7,20.2,277
2018-10-17,7.1,18.1,249
2018-10-18,12.2,20.9,587
2018-10-19,9.6,17.3,448
2018-10-20,8.4,18.3,581
2018-10-21,4.8,19.3,580
2018-10-22,9,16.7,157
2018-10-23,3.7,16.6,524
2018-10-24,7.6,20.9,575
2018-10-25,9.1,16.6,282
2018-10-26,3.6,13.4,0
2018-10-27,2.6,11.4,408
2018-10-28,1.5,8.9,63
2018-10-29,2,6.8,17
2018-10-30,4,12.3,347
2018-10-31,5.6,10.7,0
2018-11-01,9.7,14.1,165
2018-11-02,2.4,13.6,503
2018-11-03,-0.8,12.4,305
2018-11-04,1.8,13.5,342
2018-11-05,6.3,17.3,130
2018-11-06,9.9,14.4,32
2018-11-07,10.3,15.7,118
2018-11-08,5,10.6,146
2018-11-09,9.3,15.3,232
2018-11-10,10.6,16.6,168
2018-11-11,10.7,13.2,1
2018-11-12,10.2,15.1,163
2018-11-13,9.1,16.6,394
2018-11-14,3.1,16.3,509
2018-11-15,8.7,17.4,419
2018-11-16,9.4,10.3,0
2018-11-17,4.9,6.1,4
2018-11-18,1.8,8.9,485
2018-11-19,0.2,6.2,424
2018-11-20,1,3.7,69
2018-11-21,-2.3,7.3,451
2018-11-22,-1.9,9.6,139
2018-11-23,0.3,9.1,6
2018-11-24,5.6,13,348
2018-11-25,7.1,8.4,0
2018-11-26,6.4,9.9,299
2018-11-27,0.8,11.8,0
2018-11-28,10.8,12.4,7
2018-11-29,9.6,14.7,92
2018-11-30,9.2,13.8,313
2018-12-01,7.7,14.4,0
2018-12-02,12.4,14.5,0
2018-12-03,12.6,15.3,65
2018-12-04,11.1,15.2,167
2018-12-05,9.1,13.2,41
2018-12-06,12.1,13.8,12
2018-12-07,8.4,13.1,113
2018-12-08,7.3,12.7,8
2018-12-09,8.9,13.1,178
2018-12-10,4.8,11.8,446
2018-12-11,-0.2,5.6,1
2018-12-12,3.6,6.1,64
2018-12-13,0.9,2.7,0
2018-12-14,-3.6,2.9,396
2018-12-15,-1.4,12.2,0
2018-12-16,5.8,11.8,247
2018-12-17,5.2,12.4,294
2018-12-18,5.9,10.4,9
2018-12-19,6.9,10.1,84
2018-12-20,6.8,13.2,310
2018-12-21,9.6,14.1,0
2018-12-22,10.8,13.6,63
2018-12-23,10.9,13.7,0
2018-12-24,11,13.4,0
2018-12-25,3.9,8.3,181
2018-12-26,0.1,1.8,0
2018-12-27,-0.8,3.3,0
2018-12-28,0.4,5.5,0
2018-12-29,3.9,7.3,15
2018-12-30,6.4,10,0
2018-12-31,7.2,8.5,0
2019-01-01,7.1,8.7,0
2019-01-02,4.7,7.1,18
2019-01-03,-1.3,6.8,344
2019-01-04,-0.6,6.4,374
2019-01-05,-3,4.6,0
2019-01-06,3.3,6.4,0
2019-01-07,4.5,9,2
2019-01-08,6.9,10.8,52
2019-01-09,2.1,7.3,188
2019-01-10,-1.3,6.7,216
2019-01-11,2.6,8.2,8
2019-01-12,4.7,9.6,54
2019-01-13,7.9,11,3
2019-01-14,8.1,11.3,217
2019-01-15,6.2,8.8,1
2019-01-16,-1.9,8.4,165
2019-01-17,3.6,9.7,338
2019-01-18,-2.1,6.6,383
2019-01-19,2.7,10.9,64
2019-01-20,4.9,8,35
2019-01-21,-2.6,6.1,482
2019-01-22,-0.2,9,189
2019-01-23,2.2,6.9,191
2019-01-24,-2.3,6.8,197
2019-01-25,4.8,10.1,0
2019-01-26,7.8,10.8,60
2019-01-27,4.6,8.4,124
2019-01-28,3.6,9,222
2019-01-29,2.4,6.9,0
2019-01-30,1.1,6.8,66
2019-01-31,-0.2,9.1,0
2019-02-01,3.6,10.4,136
2019-02-02,3.5,6.2,112
2019-02-03,-0.9,7.9,525
2019-02-04,1,3.5,0
2019-02-05,2.2,9.7,0
2019-02-06,6,12.8,0
2019-02-07,6,11.8,381
2019-02-08,7.7,12.2,12
2019-02-09,7.5,11.9,77
2019-02-10,6.2,10.3,198
2019-02-11,3.9,11.5,179
2019-02-12,-1.7,12.2,556
2019-02-13,-0.8,11.6,561
2019-02-14,-0.9,14.8,566
2019-02-15,-0.7,15.7,569
2019-02-16,-0.1,17.1,560
2019-02-17,3.8,17.1,550
2019-02-18,0.8,13.4,289
2019-02-19,5.5,8.6,14
2019-02-20,1.4,13.6,460
2019-02-21,1.4,10.7,271
2019-02-22,1,18.6,587
2019-02-23,4.1,17.8,569
2019-02-24,2.7,15.9,598
2019-02-25,0.9,16.8,599
2019-02-26,2,18.7,606
2019-02-27,1.6,21,610
2019-02-28,8.7,14.5,118
2019-03-01,7.5,12.9,35
2019-03-02,8.5,15,405
2019-03-03,10.7,16.2,48
2019-03-04,6.5,12.2,220
2019-03-05,5.7,14.8,348
2019-03-06,8.9,13.1,0
2019-03-07,7,12.7,389
2019-03-08,4.6,12.9,301
2019-03-09,9.5,13.8,43
2019-03-10,10.7,15,461
2019-03-11,5.2,12.8,548
2019-03-12,4.2,13.2,217
2019-03-13,4.9,12.9,487
2019-03-14,7.2,12.3,0
2019-03-15,11,13.7,0
2019-03-16,9.7,14.7,209
2019-03-17,5.1,12.3,447
2019-03-18,3.7,11.8,247
2019-03-19,3.7,11.7,96
2019-03-20,0.9,14.1,347
2019-03-21,2.6,15.9,617
2019-03-22,2.6,18.2,568
2019-03-23,1.2,16.9,694
2019-03-24,2.6,13.8,271
2019-03-25,3,13.4,550
2019-03-26,0.2,13.6,704
2019-03-27,2,14.3,707
2019-03-28,2.7,13.2,444
2019-03-29,3.2,17.9,570
2019-03-30,5.4,20,706
2019-03-31,4.9,20.8,721
2019-04-01,7.3,20.6,608
2019-04-02,6.5,13.8,128
2019-04-03,1.9,10.3,249
2019-04-04,0,11.5,467
2019-04-05,6.3,14.1,99
2019-04-06,5,11.8,15
2019-04-07,5.3,15.7,348
2019-04-08,1.2,17.8,323
2019-04-09,3.2,16.9,456
2019-04-10,4.9,14,142
2019-04-11,3.4,14.9,744
2019-04-12,1.6,14.7,750
2019-04-13,1.1,12.6,674
2019-04-14,1.9,11.9,450
2019-04-15,4.5,17,436
